Position(bp)  Rate(cM/Mb)     Map(cM)
   143788784     0.431473  161.880764
   143789082     0.386970  161.880893
   143789407     0.377985  161.881019
   143789508     0.378942  161.881057
   143789739     0.368344  161.881144
   143791796     0.292972  161.881902
   143792136     0.286295  161.882002
   143795279     0.274477  161.882902
   143795960     0.263651  161.883088
   143797618     0.253627  161.883526
   143797842     0.249592  161.883582
   143797866     0.246837  161.883588
   143799856     0.302480  161.884080
   143805217     0.287723  161.885701
   143805524     0.267330  161.885790
   143805703     0.255795  161.885837
   143806719     0.257498  161.886097
   143808123     0.279473  161.886459
   143809151     0.316538  161.886746
   143811588     0.451262  161.887517
   143811832     0.504147  161.887628
   143812261     0.547064  161.887844
   143815383     0.546699  161.889552
   143815798     0.546646  161.889779
   143815894     0.546757  161.889831
   143816918     0.546807  161.890391
   143817552     0.546850  161.890738
   143817658     0.548961  161.890796
   143820601     0.728355  161.892411
   143821780     0.932532  161.893270
   143822434     1.073168  161.893880
   143823493     1.014500  161.895016
   143823747     0.966156  161.895274
   143825726     1.625198  161.897186
   143825734     2.363562  161.897199
   143825826     4.152937  161.897417
   143827437     4.150380  161.904107
   143828285     2.877891  161.907626
   143828652     1.491903  161.908683
   143830188     2.173779  161.910974
   143830379     2.635430  161.911389
   143837900    11.646510  161.931210
   143839330    12.254379  161.947865
   143839683    12.254379  161.952191
   143840542     0.332614  161.962717
   143842550     0.157423  161.963385
   143844598     0.133381  161.963708
   143847734     0.132731  161.964126
   143847839     0.132866  161.964140
   143848582     0.132158  161.964238
   143851776     0.135488  161.964661
   143855750     0.283953  161.965199
   143855978     0.459891  161.965264
   143856415     0.566285  161.965465
   143859829     0.610236  161.967398
   143860299     0.681664  161.967685
   143860396     0.722717  161.967751
   143860595     0.709642  161.967895
   143862176     0.828267  161.969017
   143862252     0.907083  161.969080
   143863106     1.388500  161.969854
   143863189     1.605856  161.969970
   143863260     1.666408  161.970084
   143863646     1.746854  161.970727
   143863950     1.680408  161.971258
   143864300     0.195367  161.971846
   143869526     0.158337  161.972867
   143876271     0.152878  161.973935
   143876503     0.147344  161.973970
   143877893     0.146912  161.974175
   143878689     0.195565  161.974292
   143879354     0.668428  161.974422
   143879409     0.842008  161.974459
   143879419     0.948159  161.974467
   143879485     0.966334  161.974530
   143879541     0.995642  161.974584
   143879720     1.043162  161.974762
   143880054     0.627022  161.975111
   143880165     0.658456  161.975180
   143880190     1.183458  161.975197
   143882091     1.062828  161.977447
   143883587    17.216761  161.979037
   143884695    17.989488  161.998113
   143889672     4.056884  162.087646
   143890245     4.037434  162.089971
   143891490     4.036206  162.094998
   143893486     4.035642  162.103054
   143896878     3.992235  162.116743
   143897119     0.666354  162.117705
   143900607     0.727598  162.120029
   143902298     1.168555  162.121260
   143903227     1.032484  162.122345
   143904068     1.047627  162.123213
   143905027     0.882008  162.124218
   143905399     0.522429  162.124546
   143906891     0.522429  162.125326
   143907502     0.484406  162.125645
   143912312     0.484949  162.127975
   143912341     0.481249  162.127989
   143919373     0.542756  162.131373
   143920698     0.572823  162.132092
   143922712     0.887768  162.133246
   143923374     0.914011  162.133834
   143923730     0.946787  162.134159
   143923823     1.051048  162.134247
   143924469     2.301167  162.134926
   143924774     2.298353  162.135628
   143925395     3.568610  162.137055
   143925728    14.620722  162.138244
   143927338    14.627886  162.161783
   143928955    14.616532  162.185436
   143928999    14.570423  162.186079
   143929033    14.556612  162.186575
   143933087    13.611927  162.245587
   143934431     0.606655  162.263882
   143938932     0.609244  162.266612
   143939707     0.616147  162.267084
   143940011     0.621777  162.267272
   143940888     0.894292  162.267817
   143941773     0.894356  162.268608
   143942039     1.071301  162.268846
   143942057     1.231332  162.268866
   143942297     2.398010  162.269161
   143943354     2.177209  162.271696
   143944567     0.680289  162.274337
   143945149     0.556614  162.274733
   143949304     0.555617  162.277045
   143953495     0.554836  162.279374
   143954671     0.554532  162.280026
   143961836     0.554575  162.284000
   143964887     0.554659  162.285692
   143968907     0.566027  162.287921
   143969232     0.576303  162.288105
   143969432     0.641440  162.288221
   143970636     0.650163  162.288993
   143970909     0.646816  162.289170
   143971327     0.711823  162.289441
   143971409     0.710973  162.289499
   143972258     0.710910  162.290103
   143972346     0.720533  162.290165
   143972749     0.833189  162.290456
   143973457     2.954564  162.291046
   143975881     3.352412  162.298208
   143977387     3.379527  162.303256
   143977421     3.414540  162.303371
   143979308     3.412301  162.309814
   143982106     1.078592  162.319362
   143982555     1.083780  162.319846
   143983996     0.906580  162.321408
   143984036     0.748594  162.321444
   143986157     0.748816  162.323032
   143988883     0.750103  162.325073
   143990943     0.689994  162.326619
   143994176     0.689237  162.328849
   143994475     0.689004  162.329055
   143994522     0.688990  162.329088
   143997075     0.494126  162.330847
   144000413     0.698624  162.332496
   144003936     0.837613  162.334957
   144005140     0.132932  162.335966
   144010980     0.133337  162.336742
   144013878     0.133418  162.337129
   144014387     0.134812  162.337197
   144015407     0.153097  162.337334
   144015894     0.568502  162.337409
   144015993     0.908697  162.337465
   144016184     0.923004  162.337638
   144016802     0.922206  162.338209
   144016987     0.920593  162.338379
   144017056     0.919221  162.338443
   144017339     0.918840  162.338703
   144017808     0.918223  162.339134
   144018095     0.917890  162.339398
   144018323     0.916982  162.339607
   144019429     0.754329  162.340621
   144019650     0.501032  162.340788
   144019749     0.307496  162.340837
   144020430     0.295238  162.341047
   144021193     0.293913  162.341272
   144021902     0.292843  162.341480
   144022255     0.293092  162.341584
   144023344     0.290133  162.341903
   144023787     0.287511  162.342031
   144025335     0.286431  162.342477
   144027842     0.158140  162.343195
   144031653     0.158132  162.343797
   144033230     0.158118  162.344047
   144034657     0.157680  162.344272
   144034977     0.157680  162.344323
   144035701     0.157340  162.344437
   144041327     0.178156  162.345322
   144042493     0.192823  162.345530
   144043014     0.254499  162.345630
   144044104     0.477672  162.345908
   144045105     0.361187  162.346386
   144045279     0.274733  162.346449
   144045532     0.214065  162.346518
   144047460     0.213602  162.346931
   144050424     0.219483  162.347564
   144050781     0.226419  162.347642
   144051691     0.245886  162.347848
   144053485     0.297476  162.348290
   144054560     0.266135  162.348609
   144055538     0.493866  162.348870
   144057654     0.676836  162.349915
   144058073     0.961332  162.350198
   144058409     1.047537  162.350521
   144058570     3.982830  162.350690
   144058923     1.274663  162.352096
   144060106     0.701621  162.353604
   144060203     0.544553  162.353672
   144062361     0.357216  162.354847
   144062539     0.229298  162.354911
   144063594     0.265204  162.355152
   144064675     1.637437  162.355439
   144065396     1.667275  162.356620
   144065573     1.693637  162.356915
   144066019     1.722512  162.357670
   144067767    29.203229  162.360681
   144068029     0.454922  162.368332
   144068516     0.453586  162.368554
   144068824     0.454687  162.368694
   144069217     0.457638  162.368872
   144069601     0.912880  162.369048
   144069793     0.918034  162.369223
   144070894     1.019465  162.370234
   144071710     1.011202  162.371066
   144071748     1.007311  162.371104
   144072034     0.994264  162.371393
   144073376     0.944768  162.372727
   144073933     0.860627  162.373253
   144074528     0.822412  162.373765
   144075006     0.774969  162.374158
   144075716     0.180102  162.374708
   144078179     0.169067  162.375152
   144080154     0.168545  162.375486
   144080278     0.168139  162.375507
   144080565     0.168481  162.375555
   144082231     0.174602  162.375836
   144083738     0.181934  162.376099
   144085058     0.281442  162.376339
   144085809     0.340618  162.376550
   144086594     0.350924  162.376818
   144086622     0.358661  162.376828
   144086706     0.365274  162.376858
   144086953     0.361736  162.376948
   144087012     0.378289  162.376969
   144087095     0.396263  162.377001
   144087351     0.441683  162.377102
   144087453     0.510347  162.377147
   144087494     0.591277  162.377168
   144087996     0.523958  162.377465
   144090135     0.521518  162.378586
   144090229     0.518853  162.378635
   144091278     0.527657  162.379179
   144091372     0.504292  162.379229
   144091597    12.372241  162.379342
   144092419     0.373374  162.389512
   144092788     7.508822  162.389650
   144094749     0.252225  162.404375
   144094823     0.237687  162.404393
   144095697     0.201276  162.404601
   144097319     0.160602  162.404928
   144097409     0.127018  162.404942
   144100056     0.127105  162.405278
   144100923     0.127144  162.405388
   144101751     0.129491  162.405494
   144102037     0.131705  162.405531
   144108199     0.997889  162.406342
   144108312     1.220697  162.406455
   144108549     0.321053  162.406744
   144109110     0.325562  162.406924
   144111022     0.383812  162.407547
   144111496     0.299286  162.407729
   144111555     0.224229  162.407747
   144112956     0.222428  162.408061
   144113817     0.221227  162.408252
   144117229    10.027383  162.409007
   144117253    14.982043  162.409248
   144118567    14.983030  162.428934
   144121016     5.202103  162.465628
   144121045     0.350098  162.465778
   144121789     0.300368  162.466039
   144122290     0.300288  162.466189
   144123076     0.299580  162.466425
   144124452     0.267901  162.466838
   144127387     0.273388  162.467624
   144129908     0.335279  162.468313
   144134373     0.373520  162.469810
   144136727     0.421661  162.470689
   144136822     0.462908  162.470729
   144137278     0.538089  162.470941
   144137612     0.656298  162.471120
   144138256     0.767262  162.471543
   144139095     0.748798  162.472187
   144139922     0.833214  162.472806
   144140209     0.594182  162.473045
   144141121     0.496631  162.473587
   144141319     0.419544  162.473685
   144146320     0.424676  162.475783
   144148659     0.443161  162.476777
   144150821     0.461967  162.477735
   144152651     0.769214  162.478580
   144155458     4.509135  162.480739
   144155569     4.677897  162.481240
   144157006     1.800817  162.487962
   144158588     0.800979  162.490811
   144160658     0.766047  162.492469
   144162086     0.682192  162.493563
   144162855     0.674351  162.494087
   144164341     0.661686  162.495090
   144167977     0.671801  162.497495
   144168837     0.673886  162.498073
   144170410     0.673307  162.499133
   144171331     0.674108  162.499753
   144171952     0.675266  162.500172
   144173618     0.690899  162.501297
   144174238     4.267399  162.501725
   144174392     8.919011  162.502383
   144176567    10.818459  162.521781
   144176608    13.324627  162.522225
   144177358     8.800645  162.532218
   144180603     3.387669  162.560776
   144185170     2.854811  162.576248
   144186321     2.174549  162.579534
   144187546     2.172525  162.582198
   144189544     0.240576  162.586538
   144192210     0.059160  162.587180
   144194306     0.048058  162.587304
   144196626     0.047941  162.587415
   144196853     0.047846  162.587426
   144199766     0.048694  162.587565
   144202306     0.049174  162.587689
   144202495     0.048444  162.587698
   144204414     0.078289  162.587791
   144206338     0.152315  162.587942
   144209468     0.159907  162.588419
   144209519     0.161078  162.588427
   144209629     0.169056  162.588445
   144211615     0.507349  162.588780
   144212109     0.507625  162.589031
   144214548     0.507777  162.590269
   144215202     0.292776  162.590601
   144215401     0.292894  162.590660
   144215485     0.292967  162.590684
   144215573     0.318202  162.590710
   144217982     0.354916  162.591476
   144218654     0.349530  162.591715
   144218864     0.347237  162.591788
   144219076     0.357183  162.591862
   144219627     0.431772  162.592059
   144220187     1.133141  162.592301
   144221381     0.596450  162.593654
   144221746     0.642520  162.593871
   144222388     0.609144  162.594284
   144222555     0.538703  162.594385
   144222695     0.491131  162.594461
   144222732     0.443085  162.594479
   144223532     0.274913  162.594834
   144223690     0.181621  162.594877
   144225168     0.184072  162.595145
   144225381     0.191320  162.595185
   144225568     0.212210  162.595220
   144225969     0.310698  162.595305
   144225994     0.434128  162.595313
   144227547     0.834967  162.595987
   144228156     0.990648  162.596496
   144228271     1.115978  162.596610
   144228315     1.222121  162.596659
   144228592     1.224899  162.596997
   144228761     1.254764  162.597204
   144228968     1.255777  162.597464
   144229103     1.254882  162.597634
   144229155     0.956720  162.597699
   144229304     0.509955  162.597842
   144229962     0.487571  162.598177
   144230017     0.487671  162.598204
   144231259     0.553761  162.598810
   144231395     0.612980  162.598885
   144232060     0.600995  162.599293
   144232727     0.592562  162.599693
   144232902     0.588523  162.599797
   144234502     0.634284  162.600739
   144235850    57.419068  162.601594
   144238420    16.904656  162.749161
   144240290    11.280029  162.780772
   144243115    11.316589  162.812639
   144246795    11.297710  162.854284
   144247023     1.349824  162.856859
   144247348     0.644479  162.857298
   144247722     0.594385  162.857539
   144247729     0.547077  162.857543
   144249304     0.562527  162.858405
   144249724     4.022823  162.858641
   144249893     5.961577  162.859321
   144250103     6.039038  162.860573
   144250234     6.067787  162.861364
   144250296     5.947842  162.861740
   144251021     8.594786  162.866053
   144251790    11.585829  162.872662
   144252172    11.911047  162.877088
   144253259     9.388209  162.890035
   144253285     6.677566  162.890279
   144253950     2.337851  162.894720
   144254298     1.448045  162.895533
   144254540     1.330127  162.895884
   144254606     1.310274  162.895972
   144254933     1.346096  162.896400
   144255243     1.384359  162.896817
   144256045     1.413923  162.897928
   144256149     1.421040  162.898075
   144256489     1.473776  162.898558
   144257652     1.649514  162.900272
   144260680     3.016823  162.905266
   144260952     3.452645  162.906087
   144261341     3.434587  162.907430
   144261673     0.862818  162.908570
   144262309     0.478537  162.909119
   144266826     0.475053  162.911281
   144269359     0.470934  162.912484
   144273872     0.469846  162.914609
   144280052    92.169716  162.917513
   144280461    93.915816  162.955210
   144281044    93.915816  163.009963
   144281194    93.915816  163.024051
   144281340    55.686366  163.037762
   144281411    50.377734  163.041716
   144281413    44.991771  163.041817
   144281577     8.449939  163.049196
   144281664     3.043542  163.049931
   144282466     0.826125  163.052372
   144283000     0.739369  163.052813
   144284176     0.813527  163.053682
   144284985     1.300486  163.054340
   144285149     1.541058  163.054554
   144285393     1.347287  163.054930
   144285652     0.705007  163.055279
   144285954     0.697779  163.055492
   144286952     0.697535  163.056188
   144286994     0.697349  163.056217
   144287007     0.696922  163.056226
   144287107     0.696600  163.056296
   144287664     0.696600  163.056684
   144287733     0.696600  163.056732
   144288420     0.236184  163.057211
   144289323     0.050540  163.057424
   144291590     0.050211  163.057538
   144291849     0.050153  163.057551
   144291970     0.050153  163.057558
   144292017     0.050153  163.057560
   144292050     0.050153  163.057562
   144292373     0.050170  163.057578
   144293976     0.085711  163.057658
   144294200     0.085838  163.057677
   144294376     0.437000  163.057692
   144294985     0.438566  163.057959
   144295199     0.452739  163.058052
   144295383     0.452343  163.058136
   144295791     0.479615  163.058320
   144296632     0.318324  163.058724
   144296680     3.410115  163.058739
   144296849     0.054108  163.059315
   144297359     0.061013  163.059343
   144297970     1.850487  163.059380
   144298454    20.202098  163.060276
   144298979     1.947934  163.070882
   144299433     0.545537  163.071766
   144299618     0.074188  163.071867
   144299812     0.053780  163.071882
   144299905     0.049265  163.071887
   144300125     0.047746  163.071897
   144300249     0.047532  163.071903
   144300623     0.047460  163.071921
   144301008     0.047457  163.071939
   144301083     0.048174  163.071943
   144301198     0.061083  163.071948
   144301286     6.844092  163.071954
   144301714     3.740137  163.074883
   144301860     0.612899  163.075429
   144301972     0.622642  163.075498
   144302169     0.622719  163.075620
   144303153     1.605109  163.076233
   144303700     3.570439  163.077111
   144303800     3.717402  163.077468
   144304328     0.549235  163.079431
   144305311     0.482481  163.079971
   144306761     0.468962  163.080671
   144307642     0.466257  163.081084
   144310113     0.466107  163.082236
   144311324     0.466533  163.082800
   144311797     0.466932  163.083021
   144312825     0.481683  163.083501
   144313765     0.533241  163.083954
   144314083     0.707373  163.084123
   144314276     0.707519  163.084260
   144314470     0.707401  163.084397
   144315422     0.709381  163.085071
   144315748     0.713861  163.085302
   144315857     0.720328  163.085380
   144316055     0.680686  163.085522
   144317098     0.683926  163.086232
   144317270     0.689341  163.086350
   144317405     0.704157  163.086443
   144317971     0.684747  163.086841
   144318970     0.684538  163.087526
   144319177     0.704980  163.087667
   144319490     0.772922  163.087888
   144319804     0.940919  163.088131
   144321213     0.941182  163.089456
   144321678     0.953263  163.089894
   144322637     0.960704  163.090808
   144324962     2.248206  163.093042
   144325043     3.081513  163.093224
   144325080     3.695761  163.093338
   144327465     5.923805  163.102152
   144330222     5.941629  163.118484
   144330638     5.945193  163.120956
   144331003     4.345748  163.123126
   144331110     2.961979  163.123591
   144331367     2.257956  163.124352
   144331680     0.928482  163.125059
   144333042     0.939659  163.126324
   144333321     0.954846  163.126586
   144334840     0.821812  163.128036
   144334952     0.965319  163.128128
   144336121     1.003837  163.129257
   144336979     0.933278  163.130118
   144337289     0.888106  163.130407
   144337667     0.853021  163.130743
   144338100     0.840756  163.131112
   144338210     0.830943  163.131205
   144339098     0.830228  163.131943
   144340131     0.822211  163.132800
   144340371     0.814180  163.132998
   144340795     0.808365  163.133343
   144341123     0.807652  163.133608
   144341700     0.807768  163.134074
   144341882     0.808430  163.134221
   144342646     0.812533  163.134839
   144343106     0.817343  163.135212
   144343232     0.817740  163.135315
   144343312     0.816204  163.135381
   144343815     0.728169  163.135791
   144344132     0.513308  163.136022
   144344202     0.340814  163.136058
   144344265     0.235368  163.136080
   144348934     0.268632  163.137178
   144351997     0.268817  163.138001
   144353437     0.246718  163.138388
   144354539     0.237235  163.138660
   144354642     0.228323  163.138685
   144355437     0.228180  163.138866
   144357859     0.228706  163.139419
   144359342     0.225963  163.139758
   144359865     0.219352  163.139876
   144363288     0.217476  163.140627
   144363491     0.217545  163.140671
   144367015     0.235441  163.141438
   144367606     0.250875  163.141577
   144368518     0.250868  163.141806
   144368763     0.250868  163.141867
   144368915     0.250882  163.141905
   144368974     0.261273  163.141920
   144369589     0.267075  163.142081
   144369763     0.267104  163.142127
   144372962     0.269116  163.142982
   144373149     0.271243  163.143032
   144374307     0.400242  163.143346
   144375493     0.557676  163.143821
   144376671     0.672333  163.144478
   144378740     1.220248  163.145869
   144379246     1.275420  163.146486
   144380055     1.265057  163.147518
   144381396     1.623111  163.149215
   144381663     8.001250  163.149648
   144381768    18.789334  163.150488
   144382011    18.789334  163.155054
   144382078    18.789334  163.156313
   144382219    18.789334  163.158962
   144383522     1.143148  163.183445
   144384458     0.932452  163.184515
   144385068     0.865611  163.185083
   144385096     0.864621  163.185108
   144385268     0.821190  163.185256
   144385728     0.776029  163.185634
   144387175     0.409205  163.186757
   144388241     0.289216  163.187193
   144388647     0.182962  163.187311
   144388964     0.145297  163.187369
   144389087     0.116006  163.187387
   144394385     0.114485  163.188001
   144395748     0.114485  163.188157
   144398117     0.114499  163.188428
   144399577     0.114483  163.188596
   144406208     0.115009  163.189355
   144408323     0.116327  163.189598
   144408676     0.116856  163.189639
   144412965     0.116856  163.190140
   144413176     0.116856  163.190165
   144413597     0.116895  163.190214
   144414060     0.116954  163.190268
   144414774     0.117248  163.190352
   144415315     0.117240  163.190415
   144415952     0.117336  163.190490
   144416288     0.389042  163.190529
   144418490     0.409125  163.191386
   144419160     0.414731  163.191660
   144420321     0.690577  163.192141
   144420383     0.946433  163.192184
   144421118     0.969396  163.192880
   144421254     0.978013  163.193012
   144421257     0.982890  163.193015
   144421809     0.881938  163.193557
   144426662     0.599364  163.197837
   144428043     0.507012  163.198665
   144428268     0.430368  163.198779
   144429845     0.427415  163.199458
   144433353     0.427259  163.200957
   144438068     0.427209  163.202972
   144442552     0.427359  163.204887
   144443954     0.427359  163.205486
   144444197     0.427300  163.205590
   144445064     0.427029  163.205961
   144446641     0.426936  163.206634
   144446711     0.426918  163.206664
   144450097     0.426820  163.208110
   144450599     0.426678  163.208324
   144451644     0.426549  163.208770
   144454330     0.426394  163.209915
   144456726     0.426364  163.210937
   144458805     0.426345  163.211824
   144458999     0.426304  163.211906
   144460611     0.427018  163.212593
   144460670     0.427818  163.212619
   144462279     0.496712  163.213307
   144462477     2.317729  163.213405
   144462606    20.910985  163.213704
   144465311    20.322646  163.270269
   144465404    20.334516  163.272159
   144465519     0.791624  163.274497
   144467125     0.791563  163.275768
   144467679     0.790237  163.276207
   144468172     0.789575  163.276596
   144469291     0.789463  163.277480
   144470167     0.790408  163.278172
   144472633     0.790303  163.280121
   144473352     0.792423  163.280689
   144475354     0.794523  163.282275
   144475798     0.804902  163.282628
   144476559     0.820710  163.283241
   144476724     0.822395  163.283376
   144477685     0.822672  163.284166
   144477839     0.822249  163.284293
   144478315     0.822335  163.284685
   144481030     8.910950  163.286917
   144484142     8.912872  163.314648
   144485588     8.915145  163.327536
   144485683     8.916895  163.328383
   144486870     8.917832  163.338967
   144487953     8.917983  163.348625
   144488228     8.912838  163.351078
   144489488     8.897068  163.362308
   144494972     9.186310  163.411099
   144495331    13.941510  163.414397
   144496357    27.351566  163.428701
   144500093    27.351566  163.530887
   144500317    27.331873  163.537014
   144500982    27.318664  163.555189
   144502614    13.938441  163.599773
   144509326     5.832706  163.693328
   144510622     5.508846  163.700887
   144510746     0.276553  163.701570
   144513415     0.275862  163.702309
   144521754     0.275874  163.704609
   144522378     0.278455  163.704781
   144523311     0.278471  163.705041
   144523457     0.278395  163.705082
   144524213     0.277074  163.705292
   144524374     0.276482  163.705337
   144524869     0.275686  163.705473
   144526392     0.275686  163.705893
   144528767     0.276537  163.706548
   144530210     0.277379  163.706947
   144530707     0.276093  163.707085
   144531473     1.987803  163.707296
   144531703     3.730377  163.707754
   144534473     0.154264  163.718087
   144537686     0.154212  163.718582
   144538280     0.136429  163.718674
   144540198     0.134102  163.718936
   144540322     0.134066  163.718952
   144541536     0.133954  163.719115
   144541724     0.133244  163.719140
   144541885     0.132597  163.719162
   144542033     0.132155  163.719181
   144543325     0.132313  163.719352
   144543476     0.131586  163.719372
   144547063     0.131563  163.719844
   144549221     0.131563  163.720128
   144553179     0.133712  163.720649
   144557401     0.134888  163.721213
   144560145     0.272131  163.721583
   144562124     0.339711  163.722122
   144564720     6.150089  163.723004
   144566054     8.421354  163.731208
   144567402     3.053830  163.742560
   144568247     2.384009  163.745141
   144568864     0.063716  163.746611
   144572349     0.063912  163.746834
   144573953     0.064148  163.746936
   144578085     1.053317  163.747201
   144579741     1.306770  163.748945
   144580770     1.392095  163.750290
   144581323     1.411322  163.751060
   144582049     1.420950  163.752085
   144582143     1.426613  163.752218
   144582286     1.429337  163.752422
   144582339     1.422631  163.752498
   144582988     1.428079  163.753421
   144583150     1.428142  163.753652
   144583764     1.430144  163.754529
   144584121     1.434017  163.755040
   144584978     1.440968  163.756269
   144585125     1.454299  163.756481
   144585539     1.482223  163.757083
   144585636     1.529878  163.757227
   144585674     1.584833  163.757285
   144585800     1.629402  163.757484
   144586536     3.573454  163.758684
   144586583     5.788486  163.758852
   144587071     5.810296  163.761676
   144588430     4.975238  163.769573
   144588581     0.486968  163.770324
   144589274     0.479094  163.770661
   144589517     0.476439  163.770778
   144589751     0.453460  163.770889
   144590752     0.396294  163.771343
   144590805     0.317684  163.771364
   144591446     0.242845  163.771568
   144593831     5.140747  163.772147
   144598800     5.143515  163.797691
   144600329     5.146870  163.805556
   144601520     5.150835  163.811686
   144603543     5.247373  163.822106
   144603939     0.950975  163.824184
   144606296     0.522495  163.826425
   144611581     0.621718  163.829187
   144611941     0.875777  163.829410
   144612322     0.899723  163.829744
   144612696     1.093541  163.830081
   144612708     1.293200  163.830094
   144614193     1.319017  163.832014
   144614206     1.034838  163.832031
   144614280     0.923799  163.832108
   144614639     0.889085  163.832439
   144614659     0.831733  163.832457
   144614787     0.577633  163.832564
   144614864     0.285367  163.832608
   144615096     0.119241  163.832674
   144618738     0.164091  163.833109
   144619149     0.220145  163.833176
   144621680     0.317264  163.833733
   144622689     0.633185  163.834053
   144623613     0.752103  163.834638
   144623955     0.853964  163.834896
   144625121     1.228945  163.835891
   144628827     0.850775  163.840446
   144630068     0.851064  163.841502
   144630564     0.850677  163.841924
   144631166     0.844135  163.842436
   144631479     0.842920  163.842700
   144631808     0.819640  163.842977
   144632487     0.742803  163.843534
   144633423     0.651334  163.844229
   144633916     0.614341  163.844550
   144634253     1.424092  163.844757
   144634590     1.338978  163.845237
   144634760     0.558180  163.845465
   144634809     0.478389  163.845492
   144635977     0.478720  163.846051
   144636083     0.277215  163.846102
   144636874     0.209387  163.846321
   144638472     0.197045  163.846656
   144640553     0.196400  163.847066
   144642062     0.465078  163.847362
   144642152     0.701620  163.847404
   144645107     0.730131  163.849477
   144645566     0.732337  163.849812
   144645743     0.743444  163.849942
   144646221     0.884379  163.850297
   144646345     1.338375  163.850407
   144646542     1.470291  163.850671
   144647561     0.693905  163.852169
   144648136     0.684907  163.852568
   144650517     0.682984  163.854199
   144650986     0.680803  163.854519
   144651002     0.678441  163.854530
   144652748     0.677992  163.855714
   144652840     0.677488  163.855777
   144654569     0.677959  163.856948
   144654718     0.678063  163.857049
   144655476     0.678161  163.857563
   144655664     0.679177  163.857691
   144657024     0.679995  163.858614
   144658077     2.995523  163.859330
   144658470     1.165051  163.860508
   144660131     0.804602  163.862443
   144660497     0.695615  163.862737
   144660714     0.695621  163.862888
   144661708     0.689869  163.863580
   144661874     0.689657  163.863694
   144662441     0.690829  163.864085
   144662655     0.694521  163.864233
   144662947     0.519284  163.864436
   144663038     0.311470  163.864483
   144663309     0.210610  163.864568
   144663322     0.113711  163.864570
   144663565     0.064836  163.864598
   144663871     0.062139  163.864618
   144664767     0.062168  163.864673
   144665470     0.062000  163.864717
   144665608     0.061947  163.864726
   144665813     0.066298  163.864738
   144665918     0.116361  163.864745
   144666005     0.429315  163.864755
   144666074     1.977871  163.864785
   144666167     1.977876  163.864969
   144666682    22.699091  163.865988
   144666703    23.082087  163.866464
   144667010     4.531443  163.873550
   144667197     1.350181  163.874398
   144667455     0.014773  163.874746
   144667968     0.014740  163.874754
   144668086     0.014730  163.874756
   144668200     0.014657  163.874757
   144668704     0.014661  163.874765
   144668727     0.014661  163.874765
   144668818     0.014661  163.874766
   144668842     0.014659  163.874767
   144668953     0.014647  163.874768
   144669152     0.014645  163.874771
   144669303     0.014645  163.874773
   144669416     0.014699  163.874775
   144669625     0.014699  163.874778
   144669718     0.014852  163.874779
   144670333     1.937217  163.874789
   144671182     0.207995  163.876433
   144672835     0.271556  163.876777
   144673082     0.444084  163.876844
   144673146     0.662647  163.876873
   144673490     0.680411  163.877101
   144673801     0.687149  163.877312
   144674142     0.687204  163.877546
   144674175     0.761002  163.877569
   144674264     0.761398  163.877637
   144674621     0.797411  163.877909
   144674775     0.661420  163.878032
   144674929     0.101984  163.878133
   144678527     0.161266  163.878500
   144678983     0.182396  163.878574
   144679406     0.428726  163.878651
   144682373     0.316979  163.879923
   144682487     0.156806  163.879959
   144685229     0.149874  163.880389
   144686856     0.149643  163.880633
   144690368     0.361260  163.881159
   144690591     0.626065  163.881239
   144691668     0.587643  163.881913
   144691944     0.565598  163.882076
   144692816     0.337221  163.882569
   144695462     0.556517  163.883461
   144698226     0.630925  163.884999
   144701726     0.459273  163.887207
   144703253     0.421196  163.887909
   144704425     0.407109  163.888402
   144705487     0.407052  163.888835
   144706483     0.406900  163.889240
   144706714     0.406260  163.889334
   144708302     0.406213  163.889979
   144711725     0.409470  163.891370
   144711814     0.412474  163.891406
   144712226     0.412979  163.891576
   144714864     0.415468  163.892666
   144716175     0.424782  163.893210
   144718680     0.426423  163.894274
   144720929     0.426807  163.895233
   144722107     0.427593  163.895736
   144726413    45.049453  163.897577
   144728448    45.049453  163.989253
   144728833    44.782962  164.006597
   144728867    43.800950  164.008120
   144728873    42.699937  164.008383
   144729248    23.428934  164.024395
   144730263    22.101761  164.048175
   144731102     1.655444  164.066719
   144731203     1.259705  164.066886
   144732712     1.239522  164.068787
   144732953     0.973535  164.069086
   144733592     0.827162  164.069708
   144733655     0.822255  164.069760
   144734444     0.816829  164.070409
   144735072     0.817983  164.070921
   144735602     1.140076  164.071355
   144735703     1.398117  164.071470
   144736855     1.306799  164.073081
   144737076     7.423634  164.073370
   144738144     0.021601  164.081298
   144738539     0.021531  164.081307
   144739742     0.021531  164.081332
   144739915     0.021534  164.081336
   144740908     0.021534  164.081358
   144741421     0.029789  164.081369
   144742295     0.075129  164.081395
   144742606     0.206025  164.081418
   144743813     1.070470  164.081667
   144744949     0.590508  164.082883
   144745170     0.397712  164.083013
   144745505     0.346702  164.083146
   144745544     0.308019  164.083160
   144745566     0.270318  164.083167
   144745584     0.239486  164.083172
   144745606     0.216291  164.083177
   144745950     0.223974  164.083251
   144746214     0.266160  164.083310
   144746316     0.322736  164.083338
   144750101     1.282266  164.084559
   144750825     0.817679  164.085488
   144750934     2.529842  164.085577
   144752175     2.540005  164.088716
   144752754     2.323472  164.090187
   144753178     1.851113  164.091172
